battery_power,px_height,px_width,ram,price_range,C1_pred,C2_prob,Ano,Mes,Mes_Numero,satisfacao,pontuacao,pontuacao_geral,indice_qualidade_preco,legenda_price_range,legenda_satisfacao
946,650,1740,2177,2,2,84,2019,Novembro,11,3,2623.6800000000003,1,2,alto,alta
841,546,828,2942,2,2,99,2022,Junho,6,3,3116.57,2,2,alto,alta
1539,1112,1666,2107,2,2,99,2022,Agosto,8,1,2736.4300000000003,1,1,alto,pouco
1623,1568,1832,1510,2,2,97,2020,Agosto,8,2,2312.21,1,2,alto,media
1722,1179,1638,2376,2,2,99,2023,Maio,5,3,3024.75,2,2,alto,alta
726,666,760,1446,1,1,0,2020,Dezembro,12,1,1725.88,1,1,baixo,pouco
1645,897,1308,783,1,1,0,2022,Dezembro,12,1,1433.92,1,1,baixo,pouco
768,418,515,952,1,1,0,2019,Março,3,2,1190.67,1,1,baixo,media
659,924,1877,3925,2,2,99,2019,Dezembro,12,3,4249.92,2,2,alto,alta
1210,329,1039,1886,1,1,0,2021,Janeiro,1,2,2218.36,1,1,baixo,media
1541,796,1052,1108,1,1,0,2022,Julho,7,2,1647.35,1,1,baixo,media
1729,461,1178,1519,1,1,0,2021,Fevereiro,2,3,2028.18,1,2,baixo,alta
1987,960,1925,857,1,1,0,2020,Agosto,8,2,1694.92,1,1,baixo,media
586,116,598,3178,2,2,99,2021,Janeiro,1,2,3168.44,2,2,alto,media
1805,758,891,1276,1,1,0,2019,Maio,5,3,1815.02,1,2,baixo,alta
972,681,1050,1900,1,1,0,2019,Março,3,1,2247.95,1,1,baixo,pouco
1537,686,1305,2857,2,2,99,2019,Setembro,9,3,3285.04,2,2,alto,alta
1322,443,708,3684,2,2,99,2021,Janeiro,1,1,3850.29,2,2,alto,pouco
584,919,1343,3996,2,2,99,2019,Janeiro,1,1,4198.68,2,2,alto,pouco
1966,1242,1973,1252,2,2,80,2019,Julho,7,3,2111.3900000000003,1,2,alto,alta
615,1021,1958,1906,1,1,1,2021,Junho,6,1,2415.96,1,1,baixo,pouco
1445,386,836,1099,1,1,0,2021,Fevereiro,2,2,1510.0900000000001,1,1,baixo,media
586,1226,1389,3646,2,2,99,2019,Fevereiro,2,3,3937.9900000000002,2,2,alto,alta
1986,342,774,3165,2,2,99,2020,Dezembro,12,3,3494.34,2,2,alto,alta
1926,982,1157,2488,2,2,99,2019,Janeiro,1,2,3041.67,2,2,alto,media
1887,1172,1798,3348,2,2,99,2022,Agosto,8,3,3979.55,2,2,alto,alta
1205,573,614,860,1,1,0,2022,Janeiro,1,2,1234.22,1,1,baixo,media
1794,43,627,402,1,1,0,2023,Agosto,8,3,837.1400000000001,1,2,baixo,alta
1631,177,1905,301,1,1,0,2019,Fevereiro,2,1,978.8500000000001,1,1,baixo,pouco
1656,880,1456,1629,1,1,18,2020,Maio,5,2,2239.56,1,1,baixo,media
1494,207,1177,3202,2,2,99,2021,Setembro,9,2,3488.5200000000004,2,2,alto,media
788,42,1161,3969,2,2,99,2023,Junho,6,3,4028.9300000000003,2,2,alto,alta
1044,1230,1263,1794,1,1,0,2021,Março,3,1,2297.91,1,1,baixo,pouco
1254,204,1021,3011,2,2,99,2019,Abril,4,3,3237.05,2,2,alto,alta
1724,655,828,3056,2,2,99,2020,Abril,4,2,3407.75,2,2,alto,media
595,623,816,1593,1,1,0,2021,Abril,4,2,1839.5600000000002,1,1,baixo,media
659,1054,1929,2044,1,1,38,2020,Dezembro,12,2,2551.38,1,1,baixo,media
829,91,1916,820,1,1,0,2022,Outubro,10,1,1291.42,1,1,baixo,pouco
833,649,1290,586,1,1,0,2021,Setembro,9,3,1052.8200000000002,1,2,baixo,alta
1007,479,831,1301,1,1,0,2020,Fevereiro,2,1,1627.5700000000002,1,1,baixo,pouco
909,635,973,3187,2,2,99,2019,Dezembro,12,3,3397.57,2,2,alto,alta
1012,882,1195,2802,2,2,99,2023,Setembro,9,2,3147.11,2,2,alto,media
1442,231,687,2227,1,1,7,2023,Junho,6,3,2492.62,1,2,baixo,alta
1522,533,1696,3767,2,2,99,2020,Fevereiro,2,1,4167.67,2,2,alto,pouco
1562,642,1533,2243,2,2,99,2022,Fevereiro,2,1,2760.75,1,1,alto,pouco
1528,306,564,733,1,1,0,2021,Novembro,11,3,1123.8600000000001,1,2,baixo,alta
1560,745,1364,1938,2,2,90,2023,Setembro,9,2,2465.17,1,2,alto,media
1103,990,1486,1837,1,1,3,2021,Agosto,8,2,2350.25,1,1,baixo,media
1195,1580,1652,504,1,1,0,2021,Agosto,8,1,1273.21,1,1,baixo,pouco
1725,1125,1195,1243,1,1,0,2020,Junho,6,1,1889.61,1,1,baixo,pouco
1195,163,1100,980,1,1,0,2020,Janeiro,1,2,1365.3600000000001,1,1,baixo,media
1576,1213,1386,3220,2,2,99,2021,Maio,5,3,3731.3900000000003,2,2,alto,alta
1893,637,763,3822,2,2,99,2022,Abril,4,3,4129.17,2,2,alto,alta
808,496,974,1471,1,1,0,2020,Abril,4,2,1776.2200000000003,1,1,baixo,media
657,476,961,1412,1,1,0,2021,Novembro,11,3,1687.38,1,2,baixo,alta
1882,119,652,2500,2,2,99,2021,Novembro,11,2,2801.69,1,2,alto,media
1918,381,1203,1369,1,1,0,2019,Fevereiro,2,1,1917.24,1,1,baixo,pouco
1178,96,1352,2492,2,2,98,2022,Novembro,11,1,2789.66,1,1,alto,pouco
1648,1153,1876,610,1,1,0,2023,Fevereiro,2,2,1426.77,1,1,baixo,media
1655,626,1348,673,1,1,0,2023,Janeiro,1,1,1296.15,1,1,baixo,pouco
1860,195,799,676,1,1,0,2021,Julho,7,1,1160.28,1,1,baixo,pouco
719,431,1727,3990,2,2,99,2019,Março,3,1,4208.81,2,2,alto,pouco
514,168,1320,687,1,1,0,2022,Maio,5,1,1009.0600000000001,1,1,baixo,pouco
718,518,830,1754,1,1,0,2023,Setembro,9,2,1995.8600000000001,1,1,baixo,media
1020,919,1482,3204,2,2,99,2020,Novembro,11,1,3579.2900000000004,2,2,alto,pouco
1231,43,1663,3119,2,2,99,2023,Setembro,9,3,3426.65,2,2,alto,alta
844,777,1995,3154,2,2,99,2020,Fevereiro,2,3,3573.1800000000003,2,2,alto,alta
1165,564,831,764,1,1,0,2022,Novembro,11,1,1178.0,1,1,baixo,pouco
1454,903,910,1713,1,1,0,2023,Janeiro,1,3,2178.63,1,2,baixo,alta
1239,590,661,417,1,1,0,2022,Agosto,8,2,844.94,1,1,baixo,media
959,561,1631,3965,2,2,99,2021,Março,3,1,4235.27,2,2,alto,pouco
531,145,1903,2958,2,2,99,2021,Novembro,11,1,3208.4700000000003,2,2,alto,pouco
1878,183,559,2711,2,2,99,2022,Agosto,8,1,2988.2599999999998,1,1,alto,pouco
908,154,941,3518,2,2,99,2023,Maio,5,1,3614.05,2,2,alto,pouco
1801,100,1708,258,1,1,0,2023,Dezembro,12,1,921.07,1,1,baixo,pouco
995,258,1889,609,1,1,0,2021,Março,3,3,1152.1,1,2,baixo,alta
1039,497,618,3105,2,2,99,2019,Setembro,9,1,3255.92,2,2,alto,pouco
1826,973,1633,1612,2,2,93,2019,Agosto,8,3,2305.66,1,2,alto,alta
667,1015,1947,2528,2,2,99,2023,Julho,7,3,2994.9700000000003,1,2,alto,alta
1678,436,536,278,1,1,0,2022,Agosto,8,3,750.54,1,2,baixo,alta
1646,211,1608,686,1,1,0,2019,Agosto,8,3,1285.25,1,2,baixo,alta
1628,500,1713,3358,2,2,99,2022,Fevereiro,2,3,3809.15,2,2,alto,alta
1044,42,1262,1816,1,1,0,2021,Novembro,11,2,2116.0,1,1,baixo,media
1502,65,588,3693,2,2,99,2021,Agosto,8,3,3805.71,2,2,alto,alta
626,90,1334,3458,2,2,99,2021,Junho,6,2,3569.0600000000004,2,2,alto,media
955,428,1254,1974,1,1,0,2023,Agosto,8,3,2308.55,1,2,baixo,alta
1166,205,603,3993,2,2,99,2021,Novembro,11,3,4044.52,2,2,alto,alta
1954,512,1149,700,1,1,0,2019,Dezembro,12,3,1320.6100000000001,1,2,baixo,alta
608,4,1351,2517,1,1,2,2020,Outubro,10,1,2688.53,1,1,baixo,pouco
625,431,550,3801,2,2,99,2020,Fevereiro,2,1,3793.44,2,2,alto,pouco
1582,1486,1797,3890,2,2,99,2022,Janeiro,1,3,4473.43,2,2,alto,alta
1799,617,1386,445,1,1,0,2022,Março,3,3,1119.44,1,2,baixo,alta
1110,961,1950,624,1,1,0,2020,Abril,4,3,1318.85,1,2,baixo,alta
1375,898,1687,2890,2,2,99,2019,Junho,6,1,3393.2400000000002,2,2,alto,pouco
1923,15,525,2519,2,2,99,2019,Outubro,10,3,2785.15,1,2,alto,alta
1874,1238,1418,1218,1,1,0,2022,Maio,5,3,1956.5,1,2,baixo,alta
767,344,1517,527,1,1,0,2019,Setembro,9,3,977.28,1,2,baixo,alta
633,529,1009,3560,2,2,99,2023,Outubro,10,3,3677.11,2,2,alto,alta
554,85,806,3764,2,2,99,2022,Agosto,8,3,3735.73,2,2,alto,alta
697,478,1477,259,1,1,0,2022,Setembro,9,2,732.6,1,1,baixo,media
1595,344,655,3608,2,2,99,2019,Maio,5,2,3805.34,2,2,alto,media
1170,427,684,2366,1,1,17,2022,Maio,5,2,2601.57,1,1,baixo,media
918,653,671,1652,1,1,0,2023,Janeiro,1,1,1932.7600000000002,1,1,baixo,pouco
586,241,854,2592,1,1,1,2020,Dezembro,12,3,2699.2100000000005,1,2,baixo,alta
1382,612,719,2073,1,1,2,2021,Dezembro,12,3,2410.3900000000003,1,2,baixo,alta
662,1001,1224,2125,1,1,0,2023,Setembro,9,2,2483.51,1,1,baixo,media
1065,760,1722,1193,1,1,0,2019,Novembro,11,3,1756.29,1,2,baixo,alta
730,62,846,3623,2,2,99,2023,Julho,7,3,3643.1400000000003,2,2,alto,alta
1604,68,1042,3564,2,2,99,2021,Abril,4,3,3793.1800000000003,2,2,alto,alta
1703,134,521,793,1,1,0,2019,Agosto,8,2,1174.9,1,1,baixo,media
1368,907,925,1590,1,1,0,2019,Janeiro,1,1,2052.66,1,1,baixo,pouco
558,997,1605,392,1,1,0,2022,Outubro,10,1,941.1000000000001,1,1,baixo,pouco
634,1362,1853,3242,2,2,99,2023,Dezembro,12,3,3686.71,2,2,alto,alta
1191,681,683,1604,1,1,0,2019,Março,3,2,1947.5100000000002,1,1,baixo,media
1972,715,1648,2870,2,2,99,2022,Fevereiro,2,2,3449.75,2,2,alto,media
1391,14,1256,3139,2,2,99,2019,Dezembro,12,1,3393.19,2,2,alto,pouco
1035,236,1960,3506,2,2,99,2022,Novembro,11,2,3834.69,2,2,alto,media
1308,275,989,488,1,1,0,2020,Junho,6,2,932.14,1,1,baixo,media
862,793,1758,278,1,1,0,2021,Dezembro,12,2,888.37,1,1,baixo,media
560,356,1903,2360,1,1,41,2020,Janeiro,1,1,2699.6900000000005,1,1,baixo,pouco
1392,482,1098,1280,1,1,0,2023,Março,3,2,1732.64,1,1,baixo,media
530,818,1090,1229,1,1,0,2021,Julho,7,2,1577.54,1,1,baixo,media
680,686,1418,3845,2,2,99,2022,Setembro,9,3,4052.6400000000003,2,2,alto,alta
1049,199,1077,1022,1,1,0,2021,Julho,7,1,1378.01,1,1,baixo,pouco
1823,362,1250,1812,2,1,30,2021,Junho,6,3,2312.45,1,2,alto,alta
1940,588,1809,820,1,1,0,2022,Março,3,2,1566.67,1,1,baixo,media
514,956,1723,3392,2,2,99,2021,Julho,7,2,3708.1900000000005,2,2,alto,media
589,429,815,2113,1,1,0,2019,Fevereiro,2,2,2283.65,1,1,baixo,media
1908,140,1046,2944,2,2,99,2021,Outubro,10,1,3293.54,2,2,alto,pouco
561,492,1176,3421,2,2,99,2019,Março,3,3,3560.9900000000002,2,2,alto,alta
993,424,1639,1113,1,1,0,2019,Novembro,11,2,1596.1200000000001,1,1,baixo,media
1023,367,1985,3155,2,2,99,2022,Dezembro,12,2,3536.5099999999998,2,2,alto,media
868,40,1311,1519,1,1,0,2020,Novembro,11,1,1818.29,1,1,baixo,pouco
1587,299,874,461,1,1,0,2020,Setembro,9,1,942.5400000000001,1,1,baixo,pouco
1212,611,1715,2249,2,2,99,2022,Abril,4,1,2729.08,1,1,alto,pouco
871,194,1437,437,1,1,0,2021,Novembro,11,1,873.5400000000001,1,1,baixo,pouco
875,902,969,3396,2,2,99,2020,Setembro,9,1,3628.0200000000004,2,2,alto,pouco
609,113,1524,1905,1,1,0,2023,Novembro,11,2,2177.08,1,1,baixo,media
1751,1499,1952,1155,1,1,13,2023,Junho,6,1,2021.0,1,1,baixo,pouco
1456,1285,1427,3624,2,2,99,2021,Maio,5,3,4100.3,2,2,alto,alta
832,820,1366,3317,2,2,99,2023,Abril,4,2,3608.6600000000003,2,2,alto,media
538,235,662,417,1,1,0,2022,Abril,4,1,651.5900000000001,1,1,baixo,pouco
865,335,1009,3494,2,2,99,2023,Maio,5,1,3627.49,2,2,alto,pouco
1997,866,1212,1655,2,2,83,2021,Outubro,10,1,2279.53,1,1,alto,pouco
1512,1079,1897,3607,2,2,99,2023,Março,3,3,4149.58,2,2,alto,alta
1644,358,791,2360,2,2,99,2023,Junho,6,1,2694.71,1,1,alto,pouco
1119,821,915,3520,2,2,99,2020,Outubro,10,2,3764.4300000000003,2,2,alto,media
1552,269,1026,2403,2,2,99,2023,Fevereiro,2,2,2746.3100000000004,1,2,alto,media
1061,138,1330,999,1,1,0,2022,Janeiro,1,1,1396.83,1,1,baixo,pouco
1602,1259,1746,3622,2,2,99,2020,Setembro,9,3,4182.39,2,2,alto,alta
1744,68,718,1205,1,1,0,2021,Setembro,9,3,1587.94,1,2,baixo,alta
1701,550,1338,2598,2,2,99,2023,Julho,7,1,3061.07,2,2,alto,pouco
1450,1573,1639,794,1,1,0,2020,Dezembro,12,1,1584.8000000000002,1,1,baixo,pouco
892,655,1782,1241,1,1,0,2023,Novembro,11,3,1761.13,1,2,baixo,alta
557,1131,1315,1305,1,1,0,2023,Março,3,1,1748.5500000000002,1,1,baixo,pouco
986,199,679,1149,1,1,0,2019,Outubro,10,1,1407.2600000000002,1,1,baixo,pouco
963,742,821,2722,2,2,99,2023,Abril,4,3,2969.34,1,2,alto,alta
904,42,507,1360,1,1,0,2021,Março,3,1,1526.43,1,1,baixo,pouco
754,1914,1928,1027,1,1,0,2023,Outubro,10,2,1779.8000000000002,1,1,baixo,media
1872,81,1389,3153,2,2,99,2019,Fevereiro,2,1,3534.1200000000003,2,2,alto,pouco
503,201,1245,2583,1,1,5,2019,Setembro,9,2,2742.65,1,1,baixo,media
709,1545,1596,1973,1,1,40,2021,Janeiro,1,1,2515.76,1,1,baixo,pouco
1902,1142,1393,343,1,1,0,2022,Abril,4,1,1135.75,1,1,baixo,pouco
1715,674,1375,2598,2,2,99,2022,Dezembro,12,1,3091.84,2,2,alto,pouco
1939,320,520,1047,1,1,0,2021,Agosto,8,3,1484.85,1,2,baixo,alta
1089,211,1409,2620,2,2,99,2021,Julho,7,3,2920.8900000000003,1,2,alto,alta
1517,802,1489,2822,2,2,99,2022,Julho,7,2,3303.7200000000003,2,2,alto,media
1138,233,1777,2048,2,1,18,2023,Novembro,11,1,2477.62,1,1,alto,pouco
1876,546,1564,2513,2,2,99,2022,Dezembro,12,3,3058.38,2,2,alto,alta
1642,129,873,2984,2,2,99,2021,Maio,5,2,3245.0600000000004,2,2,alto,media
1062,1596,1807,3803,2,2,99,2023,Agosto,8,3,4315.1900000000005,2,2,alto,alta
615,1216,1786,2769,2,2,99,2023,Dezembro,12,3,3210.3900000000003,2,2,alto,alta
1021,905,1988,2631,2,2,99,2019,Julho,7,1,3146.08,2,2,alto,pouco
1066,401,1586,2728,2,2,99,2020,Novembro,11,2,3081.8100000000004,2,2,alto,media
1352,629,1299,1309,1,1,0,2019,Junho,6,2,1814.9,1,1,baixo,media
685,433,648,728,1,1,0,2021,Fevereiro,2,3,996.64,1,2,baixo,alta
1240,1511,1756,3260,2,2,99,2022,Dezembro,12,1,3825.3100000000004,2,2,alto,pouco
1159,717,1206,2115,2,1,32,2023,Abril,4,2,2517.04,1,2,alto,media
1862,386,1046,1017,1,1,0,2019,Março,3,1,1553.7800000000002,1,1,baixo,pouco
1168,159,1578,3173,2,2,99,2020,Abril,4,3,3467.9300000000003,2,2,alto,alta
748,88,709,1974,1,1,0,2020,Agosto,8,1,2107.8700000000003,1,1,baixo,pouco
1245,330,1434,2676,2,2,99,2019,Março,3,3,3027.03,2,2,alto,alta
1494,449,790,3208,2,2,99,2023,Janeiro,1,3,3461.65,2,2,alto,alta
671,614,1617,2278,2,1,25,2022,Outubro,10,1,2634.86,1,1,alto,pouco
1695,713,1742,3296,2,2,99,2022,Março,3,1,3806.5600000000004,2,2,alto,pouco
999,342,1641,3083,2,2,99,2021,Setembro,9,2,3396.1000000000004,2,2,alto,media
1660,440,569,2424,2,2,99,2020,Dezembro,12,1,2728.39,1,1,alto,pouco
759,110,1317,968,1,1,0,2023,Maio,5,2,1303.7,1,1,baixo,media
817,722,766,2039,1,1,0,2022,Setembro,9,1,2299.3900000000003,1,1,baixo,pouco
771,776,1247,920,1,1,0,2023,Abril,4,2,1361.7400000000002,1,1,baixo,media
1076,1088,1718,2355,2,2,99,2020,Julho,7,1,2882.42,1,1,alto,pouco
548,657,1657,562,1,1,0,2020,Abril,4,2,1047.68,1,1,baixo,media
1277,902,1090,429,1,1,0,2019,Dezembro,12,2,997.75,1,1,baixo,media
1273,485,1399,558,1,1,0,2021,Novembro,11,3,1103.49,1,2,baixo,alta
1836,408,1139,3097,2,2,99,2020,Março,3,2,3483.8500000000004,2,2,alto,media
1871,88,1682,2144,2,2,99,2023,Outubro,10,2,2662.51,1,2,alto,media
1591,548,1641,282,1,1,0,2022,Julho,7,1,966.6800000000001,1,1,baixo,pouco
1489,172,812,776,1,1,0,2023,Abril,4,2,1180.3500000000001,1,1,baixo,media
1727,1463,1992,2457,2,2,99,2021,Dezembro,12,1,3215.76,2,2,alto,pouco
1827,55,1020,2844,2,2,99,2023,Setembro,9,1,3166.76,2,2,alto,pouco
1793,586,722,1370,1,1,0,2019,Fevereiro,2,2,1837.8700000000001,1,1,baixo,media
1965,977,1660,3535,2,2,99,2022,Fevereiro,2,3,4107.04,2,2,alto,alta
1563,142,1699,3660,2,2,99,2019,Maio,5,2,4011.1200000000003,2,2,alto,media
1218,229,616,398,1,1,0,2022,Outubro,10,1,753.5500000000001,1,1,baixo,pouco
1009,267,1841,2286,2,2,94,2022,Março,3,1,2690.01,1,1,alto,pouco
880,632,660,3006,2,2,99,2020,Agosto,8,3,3165.56,2,2,alto,alta
1447,963,1062,471,1,1,0,2020,Maio,5,1,1073.74,1,1,baixo,pouco
1407,925,1206,1068,1,1,0,2022,Setembro,9,2,1636.2800000000002,1,1,baixo,media
1812,380,1550,3338,2,2,99,2020,Maio,5,3,3774.34,2,2,alto,alta
725,1134,1249,1326,1,1,0,2022,Outubro,10,3,1787.76,1,2,baixo,alta
1485,510,1013,2147,2,2,77,2020,Julho,7,1,2536.56,1,1,alto,pouco
972,1392,1795,1615,1,1,1,2019,Julho,7,1,2248.17,1,1,baixo,pouco
1677,271,1477,3771,2,2,99,2021,Agosto,8,3,4114.65,2,2,alto,alta
1008,825,1972,1083,1,1,0,2023,Janeiro,1,3,1702.81,1,2,baixo,alta
1714,287,627,3707,2,2,99,2020,Fevereiro,2,1,3904.02,2,2,alto,pouco
1002,948,1007,1234,1,1,0,2020,Julho,7,3,1678.15,1,2,baixo,alta
612,1294,1337,3169,2,2,99,2019,Agosto,8,3,3505.77,2,2,alto,alta
1792,1626,1913,2563,2,2,99,2023,Julho,7,2,3338.33,2,2,alto,media
1306,867,1258,2521,2,2,99,2019,Agosto,8,3,2953.8700000000003,1,2,alto,alta
600,207,1162,3441,2,2,99,2019,Julho,7,2,3535.6900000000005,2,2,alto,media
1568,413,654,508,1,1,0,2020,Setembro,9,1,959.75,1,1,baixo,pouco
1369,1451,1469,3206,2,2,99,2022,Novembro,11,2,3735.41,2,2,alto,media
1512,220,1838,3366,2,2,99,2020,Março,3,1,3770.6200000000003,2,2,alto,pouco
1442,1626,1668,1513,2,2,63,2019,Abril,4,3,2259.28,1,2,alto,alta
685,1091,1203,3210,2,2,99,2019,Outubro,10,3,3497.3900000000003,2,2,alto,alta
1954,673,690,3438,2,2,99,2023,Outubro,10,1,3779.73,2,2,alto,pouco
999,1397,1616,2593,2,2,99,2021,Agosto,8,1,3119.9,2,2,alto,pouco
1414,294,1233,1069,1,1,0,2020,Julho,7,3,1536.39,1,2,baixo,alta
1444,624,917,3764,2,2,99,2023,Fevereiro,2,3,4017.55,2,2,alto,alta
1991,366,613,722,1,1,0,2022,Março,3,2,1221.22,1,1,baixo,media
1776,1563,1803,2671,2,2,99,2019,Outubro,10,1,3403.04,2,2,alto,pouco
1845,292,695,1731,1,1,0,2023,Maio,5,1,2124.76,1,1,baixo,pouco
1097,419,1914,1725,1,1,0,2022,Outubro,10,1,2230.32,1,1,baixo,pouco
1996,671,1445,2236,2,2,99,2022,Junho,6,3,2824.98,1,2,alto,alta
803,344,1440,2680,2,2,99,2021,Novembro,11,3,2950.25,1,2,alto,alta
1866,358,1782,1444,1,1,1,2022,Outubro,10,2,2082.46,1,1,baixo,media
581,803,1613,2819,2,2,99,2020,Maio,5,2,3146.8500000000004,2,2,alto,media
546,416,1658,1550,1,1,0,2020,Setembro,9,2,1915.48,1,1,baixo,media
582,985,1420,2437,2,2,92,2023,Maio,5,3,2789.87,1,2,alto,alta
1097,1277,1352,2219,2,2,99,2021,Janeiro,1,1,2723.88,1,1,alto,pouco
1368,843,1145,2941,2,2,99,2023,Abril,4,1,3326.5,2,2,alto,pouco
729,563,1055,3397,2,2,99,2022,Dezembro,12,1,3559.9100000000003,2,2,alto,pouco
1027,152,714,1732,1,1,0,2020,Agosto,8,3,1950.0700000000002,1,2,baixo,alta
1702,1397,1491,2501,2,2,99,2020,Agosto,8,1,3145.08,2,2,alto,pouco
768,637,991,1145,1,1,0,2022,Novembro,11,3,1495.9,1,2,baixo,alta
835,396,1378,2583,2,2,98,2022,Novembro,11,3,2864.15,1,2,alto,alta
964,225,1234,2577,2,2,96,2021,Setembro,9,1,2826.71,1,1,alto,pouco
1417,494,1649,590,1,1,0,2019,Dezembro,12,3,1209.3200000000002,1,2,baixo,alta
840,526,1728,2636,2,2,99,2022,Abril,4,1,3002.46,2,2,alto,pouco
686,64,745,1503,1,1,0,2022,Junho,6,1,1665.53,1,1,baixo,pouco
1496,96,741,854,1,1,0,2022,Fevereiro,2,2,1227.0300000000002,1,1,baixo,media
1151,1022,1560,2377,2,2,99,2019,Janeiro,1,3,2875.67,1,2,alto,alta
1884,1168,1179,1396,1,1,2,2022,Setembro,9,2,2064.8500000000004,1,1,baixo,media
568,181,1703,950,1,1,0,2023,Agosto,8,1,1336.26,1,1,baixo,pouco
618,853,1781,2574,2,2,99,2023,Maio,5,3,2968.8999999999996,1,2,alto,alta
1370,1392,1783,3703,2,2,99,2020,Março,3,2,4242.47,2,2,alto,media
1563,410,572,3922,2,2,99,2020,Dezembro,12,2,4083.59,2,2,alto,media
1569,519,930,3538,2,2,99,2020,Dezembro,12,1,3818.0,2,2,alto,pouco
1262,223,737,3248,2,2,99,2023,Outubro,10,1,3405.88,2,2,alto,pouco
1410,192,1311,2304,2,2,97,2022,Março,3,3,2669.3100000000004,1,2,alto,alta
1724,1605,1924,2822,2,2,99,2019,Junho,6,3,3562.21,2,2,alto,alta
1606,157,770,3437,2,2,99,2020,Dezembro,12,1,3640.17,2,2,alto,pouco
772,1242,1712,3242,2,2,99,2023,Fevereiro,2,1,3665.7400000000007,2,2,alto,pouco
1667,1211,1396,635,1,1,0,2019,Abril,4,3,1372.04,1,2,baixo,alta
680,1428,1500,2438,2,2,99,2022,Abril,4,3,2899.92,1,2,alto,alta
869,1243,1584,2727,2,2,99,2023,Abril,4,1,3186.2200000000003,2,2,alto,pouco
904,1094,1496,545,1,1,0,2020,Novembro,11,3,1143.38,1,2,baixo,alta
1343,1063,1205,462,1,1,0,2020,Maio,5,3,1089.87,1,2,baixo,alta
1039,1428,1827,1619,1,1,5,2022,Janeiro,1,3,2276.7799999999997,1,2,baixo,alta
1652,313,1264,2338,2,2,99,2021,Novembro,11,3,2758.21,1,2,alto,alta
630,66,1448,1212,1,1,0,2019,Outubro,10,3,1521.08,1,2,baixo,alta
1540,704,822,1591,1,1,0,2019,Julho,7,2,2032.18,1,1,baixo,media
1312,95,893,3941,2,2,99,2022,Dezembro,12,3,4060.82,2,2,alto,alta
1989,629,682,2369,2,2,99,2022,Julho,7,1,2793.9,1,1,alto,pouco
1135,293,1846,3029,2,2,99,2020,Dezembro,12,3,3402.88,2,2,alto,alta
748,450,1554,2126,1,1,0,2019,Dezembro,12,2,2469.8,1,1,baixo,media
706,543,938,2419,1,1,2,2023,Fevereiro,2,1,2630.15,1,1,baixo,pouco
1906,3,629,1871,1,1,0,2019,Fevereiro,2,3,2203.48,1,2,baixo,alta
1224,622,709,621,1,1,0,2019,Novembro,11,1,1044.33,1,1,baixo,pouco
1179,913,1429,543,1,1,0,2019,Maio,5,3,1150.29,1,2,baixo,alta
663,82,1605,3176,2,2,99,2019,Maio,5,2,3366.78,2,2,alto,media
1741,719,755,2575,2,2,99,2021,Março,3,3,2965.4700000000003,1,2,alto,alta
1438,859,867,2246,2,2,98,2022,Maio,5,1,2650.3,1,1,alto,pouco
1334,1187,1974,2542,2,2,99,2020,Janeiro,1,3,3168.9500000000003,2,2,alto,alta
707,1027,1508,1853,1,1,0,2021,Setembro,9,2,2300.2,1,1,baixo,media
774,1713,1865,2614,2,2,99,2023,Abril,4,3,3197.5,2,2,alto,alta
708,78,654,2169,1,1,0,2020,Novembro,11,2,2267.52,1,1,baixo,media
1604,134,939,916,1,1,0,2021,Abril,4,2,1348.67,1,1,baixo,media
1949,407,822,1433,1,1,0,2023,Fevereiro,2,2,1914.0400000000002,1,1,baixo,media
1083,1025,1118,3210,2,2,99,2022,Dezembro,12,1,3545.6400000000003,2,2,alto,pouco
1387,785,1151,629,1,1,0,2019,Setembro,9,1,1194.3500000000001,1,1,baixo,pouco
956,403,1614,3700,2,2,99,2019,Janeiro,1,3,3960.81,2,2,alto,alta
1772,270,545,1834,1,1,0,2020,Janeiro,1,3,2173.41,1,2,baixo,alta
1283,510,980,773,1,1,0,2019,Junho,6,3,1227.8300000000002,1,2,baixo,alta
842,20,756,2549,1,1,1,2022,Janeiro,1,3,2652.1,1,2,baixo,alta
1426,777,1032,2562,2,2,99,2019,Dezembro,12,1,2956.15,1,1,alto,pouco
1099,393,1096,1699,1,1,0,2020,Agosto,8,1,2046.94,1,1,baixo,pouco
1745,426,1629,1308,1,1,0,2021,Fevereiro,2,1,1916.8400000000001,1,1,baixo,pouco
1130,88,1261,1018,1,1,0,2019,Junho,6,1,1405.81,1,1,baixo,pouco
502,705,1810,1649,1,1,0,2023,Maio,5,1,2076.21,1,1,baixo,pouco
1059,519,1545,619,1,1,0,2021,Dezembro,12,2,1152.47,1,1,baixo,media
1546,1138,1491,267,1,1,0,2021,Fevereiro,2,2,1016.13,1,1,baixo,media
1891,169,1108,3704,2,2,99,2019,Agosto,8,1,4006.2200000000003,2,2,alto,pouco
713,103,1760,2082,1,1,0,2022,Setembro,9,1,2402.82,1,1,baixo,pouco
1314,328,1858,3033,2,2,99,2022,Novembro,11,3,3448.8,2,2,alto,alta
1184,519,1577,3315,2,2,99,2020,Dezembro,12,2,3662.62,2,2,alto,media
1562,480,728,2829,2,2,99,2021,Dezembro,12,1,3119.38,2,2,alto,pouco
1650,773,881,324,1,1,0,2022,Maio,5,2,910.38,1,1,baixo,media
